"","kind","spec","prolific_id","response","response_corrected","source"
"585","abstract concept","Argument","5eeadfc8f9a5a9206e2a5841","Both","both","senses"
"586","abstract concept","Argument","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"587","abstract concept","Argument","5c7bc3509eabe400016d4900","Is not","is_not","senses"
"588","abstract concept","Argument","5a6107bb31b87a0001c6c49b","Both","both","senses"
"589","abstract concept","Argument","5b79e92cdb11320001c3d5da","Both","both","senses"
"590","abstract concept","Argument","5f2bffa8d4f0d601244ab240","Is not","is_not","senses"
"591","abstract concept","Argument","5f032a785c37574d93dc2fcc","Is","is","senses"
"592","abstract concept","Argument","6090ac299f401568994bd6aa","Is not","is_not","senses"
"593","abstract concept","Argument","5ae1e99638df950001454b0e","Is not","is_not","senses"
"594","abstract concept","Argument","5c38dab0f0ae4c00011238c1","Both","both","senses"
"595","abstract concept","Argument","5bc0cacb228a7600013cf77e","Both","both","senses"
"596","abstract concept","Argument","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"597","abstract concept","Argument","5db6fa3b20430d000d2eb752","Both","both","senses"
"598","abstract concept","Argument","5c85883136f2450001c86ba9","Both","both","senses"
"599","abstract concept","Argument","606aa384e190cbb5947ed6ae","Both","both","senses"
"600","abstract concept","Argument","5f2f0ace37658a2e315c4875","Both","both","senses"
"601","abstract concept","Argument","5e2b3472339bae18089f9c6d","Both","both","senses"
"602","abstract concept","Argument","5996cafd0ed7ae000199171d","Both","both","senses"
"603","abstract concept","Argument","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"604","abstract concept","Argument","5fc175e1e8b4d40e74b123b3","Is","is","senses"
"605","abstract concept","Argument","5e4d94e8ee0d4509aacdfbc8","Both","both","senses"
"606","abstract concept","Argument","601958c0af6453017a0cbbd4","Both","both","senses"
"607","abstract concept","Argument","5c16c04cd0194b0001e693f0","Both","both","senses"
"608","abstract concept","Argument","5c68037e4ecdae0001d8b480","Is not","is_not","senses"
"609","abstract concept","Argument","60c298f8c2328dfe272401d2","Is not","is_not","senses"
"610","abstract concept","Argument","610711d4c064313c758fe4c2","Both","both","senses"
"611","abstract concept","Argument","6095dae9237f2262b67d51b5","Is","is","senses"
"612","abstract concept","Argument","60c3c8f790736ad8d329816b","Is not","is_not","senses"
"613","abstract concept","Argument","5fe70a2be144224fce79b148","Both","both","senses"
"614","abstract concept","Argument","609d1224afa6945618b68f1f","Is not","is_not","senses"
"615","abstract concept","Argument","5f56a6646e11c111125188bc","Is","is","senses"
"616","abstract concept","Argument","611cdb36b5b791e2174ee88b","Both","both","senses"
"617","abstract concept","Argument","5f68d4c59b202b055cc873e5","Both","both","senses"
"618","abstract concept","Argument","5ce7046a9390750017b64ac6","Is not","is_not","senses"
"619","abstract concept","Argument","5f7636517eea510aeb2e8433","Both","both","senses"
"620","abstract concept","Argument","5e52e5e02d48ca3042df7f25","Is not","is_not","senses"
"621","abstract concept","Argument","5e5bd0b15bb3123a2e2a2c07","Is not","is_not","senses"
"622","abstract concept","Argument","5c5b50e8fbf35700018c8dde","Is not","is_not","senses"
"623","abstract concept","Argument","627e79a6e1f2b10601861ca6","Is not","is_not","senses"
"624","abstract concept","Argument","600713a1ef06551629886703","Is not","is_not","senses"
"625","natural kind","Raccoon","60ff265ad0d04a091f893b0b","Is not","is_not","senses"
"626","natural kind","Raccoon","6229dcc610fc8c78c0854951","Both","both","senses"
"627","natural kind","Raccoon","6133b177de3bb431932aad6c","Is not","is_not","senses"
"628","natural kind","Raccoon","610602fcc8c22d54eba47b91@email.prolific.co","Both","both","senses"
"629","natural kind","Raccoon","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"630","natural kind","Raccoon","5a863fb8f1408d0001768afa","Is not","is_not","senses"
"631","natural kind","Raccoon","614726b73ab8022a9edc7f45","Is","is","senses"
"632","natural kind","Raccoon","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"633","natural kind","Raccoon","5eeadfc8f9a5a9206e2a5841","Is not","is_not","senses"
"634","natural kind","Raccoon","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"635","natural kind","Raccoon","5c7bc3509eabe400016d4900","Both","both","senses"
"636","natural kind","Raccoon","5a6107bb31b87a0001c6c49b","Is not","is_not","senses"
"637","natural kind","Raccoon","5b79e92cdb11320001c3d5da","Is not","is_not","senses"
"638","natural kind","Raccoon","5f2bffa8d4f0d601244ab240","Is not","is_not","senses"
"639","natural kind","Raccoon","5f032a785c37574d93dc2fcc","Is not","is_not","senses"
"640","natural kind","Raccoon","6090ac299f401568994bd6aa","Both","both","senses"
"641","natural kind","Raccoon","5ae1e99638df950001454b0e","Is not","is_not","senses"
"642","natural kind","Raccoon","5c38dab0f0ae4c00011238c1","Both","both","senses"
"643","natural kind","Raccoon","5bc0cacb228a7600013cf77e","Both","both","senses"
"644","natural kind","Raccoon","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"645","natural kind","Raccoon","5db6fa3b20430d000d2eb752","Is not","is_not","senses"
"646","natural kind","Raccoon","5c85883136f2450001c86ba9","Both","both","senses"
"647","natural kind","Raccoon","606aa384e190cbb5947ed6ae","Both","both","senses"
"648","natural kind","Raccoon","5f2f0ace37658a2e315c4875","Both","both","senses"
"649","natural kind","Raccoon","5e2b3472339bae18089f9c6d","Is not","is_not","senses"
"650","natural kind","Raccoon","5996cafd0ed7ae000199171d","Both","both","senses"
"651","natural kind","Raccoon","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"652","natural kind","Raccoon","5fc175e1e8b4d40e74b123b3","Is","is","senses"
"653","natural kind","Raccoon","5e4d94e8ee0d4509aacdfbc8","Is not","is_not","senses"
"654","natural kind","Raccoon","601958c0af6453017a0cbbd4","Is","is","senses"
"655","natural kind","Raccoon","5c16c04cd0194b0001e693f0","Both","both","senses"
"656","natural kind","Raccoon","5c68037e4ecdae0001d8b480","Is not","is_not","senses"
"657","natural kind","Raccoon","60c298f8c2328dfe272401d2","Is","is","senses"
"658","natural kind","Raccoon","610711d4c064313c758fe4c2","Both","both","senses"
"659","natural kind","Raccoon","6095dae9237f2262b67d51b5","Is","is","senses"
"660","natural kind","Raccoon","60c3c8f790736ad8d329816b","Is not","is_not","senses"
"661","natural kind","Raccoon","5fe70a2be144224fce79b148","Is","is","senses"
"662","natural kind","Raccoon","609d1224afa6945618b68f1f","Is not","is_not","senses"
"663","natural kind","Raccoon","5f56a6646e11c111125188bc","Both","both","senses"
"664","natural kind","Raccoon","611cdb36b5b791e2174ee88b","Is not","is_not","senses"
"665","natural kind","Raccoon","5f68d4c59b202b055cc873e5","Is not","is_not","senses"
"666","natural kind","Raccoon","5ce7046a9390750017b64ac6","Is not","is_not","senses"
"667","natural kind","Raccoon","5f7636517eea510aeb2e8433","Both","both","senses"
"668","natural kind","Raccoon","5e52e5e02d48ca3042df7f25","Is not","is_not","senses"
"669","natural kind","Raccoon","5e5bd0b15bb3123a2e2a2c07","Both","both","senses"
"670","natural kind","Raccoon","5c5b50e8fbf35700018c8dde","Is not","is_not","senses"
"671","natural kind","Raccoon","627e79a6e1f2b10601861ca6","Both","both","senses"
"672","natural kind","Raccoon","600713a1ef06551629886703","Is","is","senses"
"673","artifact","Razor","60ff265ad0d04a091f893b0b","Is not","is_not","senses"
"674","artifact","Razor","6229dcc610fc8c78c0854951","Is not","is_not","senses"
"675","artifact","Razor","6133b177de3bb431932aad6c","Is not","is_not","senses"
"676","artifact","Razor","610602fcc8c22d54eba47b91@email.prolific.co","Both","both","senses"
"677","artifact","Razor","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"678","artifact","Razor","5a863fb8f1408d0001768afa","Is not","is_not","senses"
"679","artifact","Razor","614726b73ab8022a9edc7f45","Both","both","senses"
"680","artifact","Razor","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"681","artifact","Razor","5eeadfc8f9a5a9206e2a5841","Is not","is_not","senses"
"682","artifact","Razor","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"683","artifact","Razor","5c7bc3509eabe400016d4900","Is not","is_not","senses"
"684","artifact","Razor","5a6107bb31b87a0001c6c49b","Is not","is_not","senses"
"685","artifact","Razor","5b79e92cdb11320001c3d5da","Both","both","senses"
"686","artifact","Razor","5f2bffa8d4f0d601244ab240","Both","both","senses"
"687","artifact","Razor","5f032a785c37574d93dc2fcc","Both","both","senses"
"688","artifact","Razor","6090ac299f401568994bd6aa","Both","both","senses"
"689","artifact","Razor","5ae1e99638df950001454b0e","Is not","is_not","senses"
"690","artifact","Razor","5c38dab0f0ae4c00011238c1","Both","both","senses"
"691","artifact","Razor","5bc0cacb228a7600013cf77e","Both","both","senses"
"692","artifact","Razor","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"693","artifact","Razor","5db6fa3b20430d000d2eb752","Is not","is_not","senses"
"694","artifact","Razor","5c85883136f2450001c86ba9","Both","both","senses"
"695","artifact","Razor","606aa384e190cbb5947ed6ae","Both","both","senses"
"696","artifact","Razor","5f2f0ace37658a2e315c4875","Both","both","senses"
"697","artifact","Razor","5e2b3472339bae18089f9c6d","Is not","is_not","senses"
"698","artifact","Razor","5996cafd0ed7ae000199171d","Both","both","senses"
"699","artifact","Razor","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"700","artifact","Razor","5fc175e1e8b4d40e74b123b3","Both","both","senses"
"701","artifact","Razor","5e4d94e8ee0d4509aacdfbc8","Is not","is_not","senses"
"702","artifact","Razor","601958c0af6453017a0cbbd4","Both","both","senses"
"703","artifact","Razor","5c16c04cd0194b0001e693f0","Both","both","senses"
"704","artifact","Razor","5c68037e4ecdae0001d8b480","Is not","is_not","senses"
"705","artifact","Razor","60c298f8c2328dfe272401d2","Both","both","senses"
"706","artifact","Razor","610711d4c064313c758fe4c2","Both","both","senses"
"707","artifact","Razor","6095dae9237f2262b67d51b5","Is","is","senses"
"708","artifact","Razor","60c3c8f790736ad8d329816b","Is not","is_not","senses"
"709","artifact","Razor","5fe70a2be144224fce79b148","Both","both","senses"
"710","artifact","Razor","609d1224afa6945618b68f1f","Is not","is_not","senses"
"711","artifact","Razor","5f56a6646e11c111125188bc","Is not","is_not","senses"
"712","artifact","Razor","611cdb36b5b791e2174ee88b","Both","both","senses"
"713","artifact","Razor","5f68d4c59b202b055cc873e5","Is not","is_not","senses"
"714","artifact","Razor","5ce7046a9390750017b64ac6","Is not","is_not","senses"
"715","artifact","Razor","5f7636517eea510aeb2e8433","Both","both","senses"
"716","artifact","Razor","5e52e5e02d48ca3042df7f25","Is not","is_not","senses"
"717","artifact","Razor","5e5bd0b15bb3123a2e2a2c07","Both","both","senses"
"718","artifact","Razor","5c5b50e8fbf35700018c8dde","Is not","is_not","senses"
"719","artifact","Razor","627e79a6e1f2b10601861ca6","Both","both","senses"
"720","artifact","Razor","600713a1ef06551629886703","Is not","is_not","senses"
"721","abstract concept","Artist","60ff265ad0d04a091f893b0b","Is","is","senses"
"722","abstract concept","Artist","6229dcc610fc8c78c0854951","Both","both","senses"
"723","abstract concept","Artist","6133b177de3bb431932aad6c","Is not","is_not","senses"
"724","abstract concept","Artist","610602fcc8c22d54eba47b91@email.prolific.co","Is","is","senses"
"725","abstract concept","Artist","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"726","abstract concept","Artist","5a863fb8f1408d0001768afa","Is","is","senses"
"727","abstract concept","Artist","614726b73ab8022a9edc7f45","Both","both","senses"
"728","abstract concept","Artist","614f2dbd8a5fdf9347f1cd49","Is","is","senses"
"729","abstract concept","Artist","5eeadfc8f9a5a9206e2a5841","Both","both","senses"
"730","abstract concept","Artist","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"731","abstract concept","Artist","5c7bc3509eabe400016d4900","Both","both","senses"
"732","abstract concept","Artist","5a6107bb31b87a0001c6c49b","Both","both","senses"
"733","abstract concept","Artist","5b79e92cdb11320001c3d5da","Is not","is_not","senses"
"734","abstract concept","Artist","5f2bffa8d4f0d601244ab240","Both","both","senses"
"735","abstract concept","Artist","5f032a785c37574d93dc2fcc","Is","is","senses"
"736","abstract concept","Artist","6090ac299f401568994bd6aa","Both","both","senses"
"737","abstract concept","Artist","5ae1e99638df950001454b0e","Both","both","senses"
"738","abstract concept","Artist","5c38dab0f0ae4c00011238c1","Both","both","senses"
"739","abstract concept","Artist","5bc0cacb228a7600013cf77e","Both","both","senses"
"740","abstract concept","Artist","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"741","abstract concept","Artist","5db6fa3b20430d000d2eb752","Is","is","senses"
"742","abstract concept","Artist","5c85883136f2450001c86ba9","Both","both","senses"
"743","abstract concept","Artist","606aa384e190cbb5947ed6ae","Both","both","senses"
"744","abstract concept","Artist","5f2f0ace37658a2e315c4875","Both","both","senses"
"745","abstract concept","Artist","5e2b3472339bae18089f9c6d","Is","is","senses"
"746","abstract concept","Artist","5996cafd0ed7ae000199171d","Both","both","senses"
"747","abstract concept","Artist","60fcf7e8002c2c1b89b03b30","Is","is","senses"
"748","abstract concept","Artist","5fc175e1e8b4d40e74b123b3","Is not","is_not","senses"
"749","abstract concept","Artist","5e4d94e8ee0d4509aacdfbc8","Is","is","senses"
"750","abstract concept","Artist","601958c0af6453017a0cbbd4","Both","both","senses"
"751","abstract concept","Artist","5c16c04cd0194b0001e693f0","Both","both","senses"
"752","abstract concept","Artist","5c68037e4ecdae0001d8b480","Is","is","senses"
"753","abstract concept","Artist","60c298f8c2328dfe272401d2","Is","is","senses"
"754","abstract concept","Artist","610711d4c064313c758fe4c2","Both","both","senses"
"755","abstract concept","Artist","6095dae9237f2262b67d51b5","Is","is","senses"
"756","abstract concept","Artist","60c3c8f790736ad8d329816b","Is","is","senses"
"757","abstract concept","Artist","5fe70a2be144224fce79b148","Is","is","senses"
"758","abstract concept","Artist","609d1224afa6945618b68f1f","Is","is","senses"
"759","abstract concept","Artist","5f56a6646e11c111125188bc","Is","is","senses"
"760","abstract concept","Artist","611cdb36b5b791e2174ee88b","Both","both","senses"
"761","abstract concept","Artist","5f68d4c59b202b055cc873e5","Is","is","senses"
"762","abstract concept","Artist","5ce7046a9390750017b64ac6","Both","both","senses"
"763","abstract concept","Artist","5f7636517eea510aeb2e8433","Is","is","senses"
"764","abstract concept","Artist","5e52e5e02d48ca3042df7f25","Both","both","senses"
"765","abstract concept","Artist","5e5bd0b15bb3123a2e2a2c07","Is","is","senses"
"766","abstract concept","Artist","5c5b50e8fbf35700018c8dde","Is","is","senses"
"767","abstract concept","Artist","627e79a6e1f2b10601861ca6","Is not","is_not","senses"
"768","abstract concept","Artist","600713a1ef06551629886703","Is","is","senses"
"769","control subjective adjective","Tall","60ff265ad0d04a091f893b0b","Is","is","senses"
"770","control subjective adjective","Tall","6229dcc610fc8c78c0854951","Is","is","senses"
"771","control subjective adjective","Tall","6133b177de3bb431932aad6c","Is","is","senses"
"772","control subjective adjective","Tall","610602fcc8c22d54eba47b91@email.prolific.co","Both","both","senses"
"773","control subjective adjective","Tall","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"774","control subjective adjective","Tall","5a863fb8f1408d0001768afa","Is","is","senses"
"775","control subjective adjective","Tall","614726b73ab8022a9edc7f45","Is","is","senses"
"776","control subjective adjective","Tall","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"777","control subjective adjective","Tall","5eeadfc8f9a5a9206e2a5841","Is","is","senses"
"778","control subjective adjective","Tall","6011d2b8b124c219f57c707e@email.prolific.co","Is","is","senses"
"779","control subjective adjective","Tall","5c7bc3509eabe400016d4900","Both","both","senses"
"780","control subjective adjective","Tall","5a6107bb31b87a0001c6c49b","Is","is","senses"
"781","control subjective adjective","Tall","5b79e92cdb11320001c3d5da","Is","is","senses"
"782","control subjective adjective","Tall","5f2bffa8d4f0d601244ab240","Is","is","senses"
"783","control subjective adjective","Tall","5f032a785c37574d93dc2fcc","Both","both","senses"
"784","control subjective adjective","Tall","6090ac299f401568994bd6aa","Both","both","senses"
"785","control subjective adjective","Tall","5ae1e99638df950001454b0e","Is","is","senses"
"786","control subjective adjective","Tall","5c38dab0f0ae4c00011238c1","Both","both","senses"
"787","control subjective adjective","Tall","5bc0cacb228a7600013cf77e","Both","both","senses"
"788","control subjective adjective","Tall","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"789","control subjective adjective","Tall","5db6fa3b20430d000d2eb752","Both","both","senses"
"790","control subjective adjective","Tall","5c85883136f2450001c86ba9","Both","both","senses"
"791","control subjective adjective","Tall","606aa384e190cbb5947ed6ae","Both","both","senses"
"792","control subjective adjective","Tall","5f2f0ace37658a2e315c4875","Is","is","senses"
"793","control subjective adjective","Tall","5e2b3472339bae18089f9c6d","Is","is","senses"
"794","control subjective adjective","Tall","5996cafd0ed7ae000199171d","Is","is","senses"
"795","control subjective adjective","Tall","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"796","control subjective adjective","Tall","5fc175e1e8b4d40e74b123b3","Is not","is_not","senses"
"797","control subjective adjective","Tall","5e4d94e8ee0d4509aacdfbc8","Both","both","senses"
"798","control subjective adjective","Tall","601958c0af6453017a0cbbd4","Is","is","senses"
"799","control subjective adjective","Tall","5c16c04cd0194b0001e693f0","Both","both","senses"
"800","control subjective adjective","Tall","5c68037e4ecdae0001d8b480","Is","is","senses"
"801","control subjective adjective","Tall","60c298f8c2328dfe272401d2","Is","is","senses"
"802","control subjective adjective","Tall","610711d4c064313c758fe4c2","Both","both","senses"
"803","control subjective adjective","Tall","6095dae9237f2262b67d51b5","Is","is","senses"
"804","control subjective adjective","Tall","60c3c8f790736ad8d329816b","Is","is","senses"
"805","control subjective adjective","Tall","5fe70a2be144224fce79b148","Is","is","senses"
"806","control subjective adjective","Tall","609d1224afa6945618b68f1f","Both","both","senses"
"807","control subjective adjective","Tall","5f56a6646e11c111125188bc","Is","is","senses"
"808","control subjective adjective","Tall","611cdb36b5b791e2174ee88b","Both","both","senses"
"809","control subjective adjective","Tall","5f68d4c59b202b055cc873e5","Is","is","senses"
"810","control subjective adjective","Tall","5ce7046a9390750017b64ac6","Both","both","senses"
"811","control subjective adjective","Tall","5f7636517eea510aeb2e8433","Is not","is_not","senses"
"812","control subjective adjective","Tall","5e52e5e02d48ca3042df7f25","Both","both","senses"
"813","control subjective adjective","Tall","5e5bd0b15bb3123a2e2a2c07","Both","both","senses"
"814","control subjective adjective","Tall","5c5b50e8fbf35700018c8dde","Is","is","senses"
"815","control subjective adjective","Tall","627e79a6e1f2b10601861ca6","Is","is","senses"
"816","control subjective adjective","Tall","600713a1ef06551629886703","Both","both","senses"
"817","artifact","Harpoon","60ff265ad0d04a091f893b0b","Is not","is_not","senses"
"818","artifact","Harpoon","6229dcc610fc8c78c0854951","Both","both","senses"
"819","artifact","Harpoon","6133b177de3bb431932aad6c","Is not","is_not","senses"
"820","artifact","Harpoon","610602fcc8c22d54eba47b91@email.prolific.co","Both","both","senses"
"821","artifact","Harpoon","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"822","artifact","Harpoon","5a863fb8f1408d0001768afa","Both","both","senses"
"823","artifact","Harpoon","614726b73ab8022a9edc7f45","Both","both","senses"
"824","artifact","Harpoon","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"825","artifact","Harpoon","5eeadfc8f9a5a9206e2a5841","Both","both","senses"
"826","artifact","Harpoon","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"827","artifact","Harpoon","5c7bc3509eabe400016d4900","Both","both","senses"
"828","artifact","Harpoon","5a6107bb31b87a0001c6c49b","Is not","is_not","senses"
"829","artifact","Harpoon","5b79e92cdb11320001c3d5da","Both","both","senses"
"830","artifact","Harpoon","5f2bffa8d4f0d601244ab240","Both","both","senses"
"831","artifact","Harpoon","5f032a785c37574d93dc2fcc","Is","is","senses"
"832","artifact","Harpoon","6090ac299f401568994bd6aa","Both","both","senses"
"833","artifact","Harpoon","5ae1e99638df950001454b0e","Is not","is_not","senses"
"834","artifact","Harpoon","5c38dab0f0ae4c00011238c1","Both","both","senses"
"835","artifact","Harpoon","5bc0cacb228a7600013cf77e","Both","both","senses"
"836","artifact","Harpoon","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"837","artifact","Harpoon","5db6fa3b20430d000d2eb752","Is not","is_not","senses"
"838","artifact","Harpoon","5c85883136f2450001c86ba9","Both","both","senses"
"839","artifact","Harpoon","606aa384e190cbb5947ed6ae","Both","both","senses"
"840","artifact","Harpoon","5f2f0ace37658a2e315c4875","Both","both","senses"
"841","artifact","Harpoon","5e2b3472339bae18089f9c6d","Is not","is_not","senses"
"842","artifact","Harpoon","5996cafd0ed7ae000199171d","Both","both","senses"
"843","artifact","Harpoon","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"844","artifact","Harpoon","5fc175e1e8b4d40e74b123b3","Both","both","senses"
"845","artifact","Harpoon","5e4d94e8ee0d4509aacdfbc8","Is not","is_not","senses"
"846","artifact","Harpoon","601958c0af6453017a0cbbd4","Both","both","senses"
"847","artifact","Harpoon","5c16c04cd0194b0001e693f0","Both","both","senses"
"848","artifact","Harpoon","5c68037e4ecdae0001d8b480","Is","is","senses"
"849","artifact","Harpoon","60c298f8c2328dfe272401d2","Is not","is_not","senses"
"850","artifact","Harpoon","610711d4c064313c758fe4c2","Both","both","senses"
"851","artifact","Harpoon","6095dae9237f2262b67d51b5","Is","is","senses"
"852","artifact","Harpoon","60c3c8f790736ad8d329816b","Is not","is_not","senses"
"853","artifact","Harpoon","5fe70a2be144224fce79b148","Is","is","senses"
"854","artifact","Harpoon","609d1224afa6945618b68f1f","Both","both","senses"
"855","artifact","Harpoon","5f56a6646e11c111125188bc","Is not","is_not","senses"
"856","artifact","Harpoon","611cdb36b5b791e2174ee88b","Is not","is_not","senses"
"857","artifact","Harpoon","5f68d4c59b202b055cc873e5","Is not","is_not","senses"
"858","artifact","Harpoon","5ce7046a9390750017b64ac6","Is not","is_not","senses"
"859","artifact","Harpoon","5f7636517eea510aeb2e8433","Both","both","senses"
"860","artifact","Harpoon","5e52e5e02d48ca3042df7f25","Is not","is_not","senses"
"861","artifact","Harpoon","5e5bd0b15bb3123a2e2a2c07","Is not","is_not","senses"
"862","artifact","Harpoon","5c5b50e8fbf35700018c8dde","Both","both","senses"
"863","artifact","Harpoon","627e79a6e1f2b10601861ca6","Is not","is_not","senses"
"864","artifact","Harpoon","600713a1ef06551629886703","Is not","is_not","senses"
"865","abstract concept","Minister","60ff265ad0d04a091f893b0b","Is","is","senses"
"866","abstract concept","Minister","6229dcc610fc8c78c0854951","Both","both","senses"
"867","abstract concept","Minister","6133b177de3bb431932aad6c","Is not","is_not","senses"
"868","abstract concept","Minister","610602fcc8c22d54eba47b91@email.prolific.co","Is not","is_not","senses"
"869","abstract concept","Minister","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"870","abstract concept","Minister","5a863fb8f1408d0001768afa","Is","is","senses"
"871","abstract concept","Minister","614726b73ab8022a9edc7f45","Both","both","senses"
"872","abstract concept","Minister","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"873","abstract concept","Minister","5eeadfc8f9a5a9206e2a5841","Is","is","senses"
"874","abstract concept","Minister","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"875","abstract concept","Minister","5c7bc3509eabe400016d4900","Is not","is_not","senses"
"876","abstract concept","Minister","5a6107bb31b87a0001c6c49b","Both","both","senses"
"877","abstract concept","Minister","5b79e92cdb11320001c3d5da","Is not","is_not","senses"
"878","abstract concept","Minister","5f2bffa8d4f0d601244ab240","Both","both","senses"
"879","abstract concept","Minister","5f032a785c37574d93dc2fcc","Is not","is_not","senses"
"880","abstract concept","Minister","6090ac299f401568994bd6aa","Both","both","senses"
"881","abstract concept","Minister","5ae1e99638df950001454b0e","Both","both","senses"
"882","abstract concept","Minister","5c38dab0f0ae4c00011238c1","Both","both","senses"
"883","abstract concept","Minister","5bc0cacb228a7600013cf77e","Both","both","senses"
"884","abstract concept","Minister","60fd2a06fcc9e802dd5fd7b7","Both","both","senses"
"885","abstract concept","Minister","5db6fa3b20430d000d2eb752","Is","is","senses"
"886","abstract concept","Minister","5c85883136f2450001c86ba9","Both","both","senses"
"887","abstract concept","Minister","606aa384e190cbb5947ed6ae","Both","both","senses"
"888","abstract concept","Minister","5f2f0ace37658a2e315c4875","Both","both","senses"
"889","abstract concept","Minister","5e2b3472339bae18089f9c6d","Is","is","senses"
"890","abstract concept","Minister","5996cafd0ed7ae000199171d","Both","both","senses"
"891","abstract concept","Minister","60fcf7e8002c2c1b89b03b30","Both","both","senses"
"892","abstract concept","Minister","5fc175e1e8b4d40e74b123b3","Both","both","senses"
"893","abstract concept","Minister","5e4d94e8ee0d4509aacdfbc8","Both","both","senses"
"894","abstract concept","Minister","601958c0af6453017a0cbbd4","Both","both","senses"
"895","abstract concept","Minister","5c16c04cd0194b0001e693f0","Both","both","senses"
"896","abstract concept","Minister","5c68037e4ecdae0001d8b480","Is not","is_not","senses"
"897","abstract concept","Minister","60c298f8c2328dfe272401d2","Is not","is_not","senses"
"898","abstract concept","Minister","610711d4c064313c758fe4c2","Both","both","senses"
"899","abstract concept","Minister","6095dae9237f2262b67d51b5","Both","both","senses"
"900","abstract concept","Minister","60c3c8f790736ad8d329816b","Is","is","senses"
"901","abstract concept","Minister","5fe70a2be144224fce79b148","Is","is","senses"
"902","abstract concept","Minister","609d1224afa6945618b68f1f","Is","is","senses"
"903","abstract concept","Minister","5f56a6646e11c111125188bc","Is","is","senses"
"904","abstract concept","Minister","611cdb36b5b791e2174ee88b","Both","both","senses"
"905","abstract concept","Minister","5f68d4c59b202b055cc873e5","Both","both","senses"
"906","abstract concept","Minister","5ce7046a9390750017b64ac6","Is not","is_not","senses"
"907","abstract concept","Minister","5f7636517eea510aeb2e8433","Is","is","senses"
"908","abstract concept","Minister","5e52e5e02d48ca3042df7f25","Is","is","senses"
"909","abstract concept","Minister","5e5bd0b15bb3123a2e2a2c07","Is","is","senses"
"910","abstract concept","Minister","5c5b50e8fbf35700018c8dde","Both","both","senses"
"911","abstract concept","Minister","627e79a6e1f2b10601861ca6","Is not","is_not","senses"
"912","abstract concept","Minister","600713a1ef06551629886703","Is not","is_not","senses"
"913","natural kind","Gold","60ff265ad0d04a091f893b0b","Is not","is_not","senses"
"914","natural kind","Gold","6229dcc610fc8c78c0854951","Is not","is_not","senses"
"915","natural kind","Gold","6133b177de3bb431932aad6c","Is not","is_not","senses"
"916","natural kind","Gold","610602fcc8c22d54eba47b91@email.prolific.co","Is not","is_not","senses"
"917","natural kind","Gold","5b7ea99c6ce77a0001a6d948","Both","both","senses"
"918","natural kind","Gold","5a863fb8f1408d0001768afa","Is not","is_not","senses"
"919","natural kind","Gold","614726b73ab8022a9edc7f45","Both","both","senses"
"920","natural kind","Gold","614f2dbd8a5fdf9347f1cd49","Both","both","senses"
"921","natural kind","Gold","5eeadfc8f9a5a9206e2a5841","Is not","is_not","senses"
"922","natural kind","Gold","6011d2b8b124c219f57c707e@email.prolific.co","Both","both","senses"
"923","natural kind","Gold","5c7bc3509eabe400016d4900","Is not","is_not","senses"
"924","natural kind","Gold","5a6107bb31b87a0001c6c49b","Is not","is_not","senses"
"925","natural kind","Gold","5b79e92cdb11320001c3d5da","Both","both","senses"
"926","natural kind","Gold","5f2bffa8d4f0d601244ab240","Is not","is_not","senses"
"927","natural kind","Gold","5f032a785c37574d93dc2fcc","Is not","is_not","senses"
"928","natural kind","Gold","6090ac299f401568994bd6aa","Both","both","senses"
"929","natural kind","Gold","5ae1e99638df950001454b0e","Is not","is_not","senses"
"930","natural kind","Gold","5c38dab0f0ae4c00011238c1","Both","both","senses"
"931","natural kind","Gold","5bc0cacb228a7600013cf77e","Both","both","senses"
